@gt=  0.000000  | lt=  0.000000 | input={0, 1}

@gt=  0.000000  | lt=  0.000000 | input={0, 1, 2}
{0.0, 0.0}
@gt=  0.000000  | lt=  0.000000 | input={0, 1, 2, 3}
{0.0, 0.0, 0.0}
@gt=  0.000000  | lt=  0.000000 | input={0, 1, 2, 3, 4}
{0.0, 0.0, 0.0, 0.0}
@gt=  0.000000  | lt=  0.000000 | input={0, 1, 2, 3, 4, 5}


{0.0053831673291, 0.0047615343058, 0.0048455710289, 0.0049417720574, 0.0051534253095, 0.00506403903}
@gt=654010.207428  | lt=654010.207428 | input={0, 1, 2, 3, 4, 5}


{0.0053831673291, 0.0047615343058, 0.0048455710289, 0.0049417720574, 0.0051630779714, 0.00506403903}
@gt=654016.225311  | lt=654016.225311 | input={0, 1, 2, 3, 4, 5}


{0.005392754973, 0.0047615343058, 0.0048455710289, 0.0049417720574, 0.0051630779714, 0.00506403903}
@gt=654064.679962  | lt=654064.679962 | input={0, 1, 2, 3, 4, 5}


{0.005392754973, 0.0048245586864, 0.0048455710289, 0.0049417720574, 0.0051630779714, 0.00506403903}
@gt=654066.897278  | lt=654066.897278 | input={0, 1, 2, 3, 4, 5}


{0.005392754973, 0.0048245586864, 0.0049112481249, 0.0049417720574, 0.0051630779714, 0.00506403903}
@gt=654069.410553  | lt=654069.410553 | input={0, 1, 2, 3, 4, 5}


{0.005392754973, 0.0048245586864, 0.0049112481249, 0.0050104559439, 0.0051630779714, 0.00506403903}
@gt=654072.616852  | lt=654072.616852 | input={0, 1, 2, 3, 4, 5}


{0.005392754973, 0.0048245586864, 0.0049112481249, 0.0050104559439, 0.0051630779714, 0.0051365588152}
@gt=654075.207245  | lt=654075.207245 | input={0, 1, 2, 3, 4, 5}


{0.005392754973, 0.0048245586864, 0.0049112481249, 0.0050104559439, 0.0052386968081, 0.0051365588152}
@gt=654081.225739  | lt=654081.225739 | input={0, 1, 2, 3, 4, 5}


{0.0054755741155, 0.0048245586864, 0.0049112481249, 0.0050104559439, 0.0052386968081, 0.0051365588152}
@gt=654130.678711  | lt=654130.678711 | input={0, 1, 2, 3, 4, 5}


{0.0054755741155, 0.0048393101027, 0.0049112481249, 0.0050104559439, 0.0052386968081, 0.0051365588152}
@gt=654130.678711  | lt=654130.678711 | input={0, 1, 2, 3, 4, 5}


{0.0054755741155, 0.0048393101027, 0.0049112481249, 0.0050104559439, 0.0052386968081, 0.0051365588152}
@gt=654132.896271  | lt=654132.896271 | input={0, 1, 2, 3, 4, 5}


{0.0054755741155, 0.0048393101027, 0.0049325811659, 0.0050104559439, 0.0052386968081, 0.0051365588152}
@gt=654132.896271  | lt=654132.896271 | input={0, 1, 2, 3, 4, 5}


{0.0054755741155, 0.0048393101027, 0.0049325811659, 0.0050104559439, 0.0052386968081, 0.0051365588152}
@gt=654135.409790  | lt=654135.409790 | input={0, 1, 2, 3, 4, 5}


{0.0054755741155, 0.0048393101027, 0.0049325811659, 0.0050392490049, 0.0052386968081, 0.0051365588152}
@gt=654135.409790  | lt=654135.409790 | input={0, 1, 2, 3, 4, 5}


{0.0054755741155, 0.0048393101027, 0.0049325811659, 0.0050392490049, 0.0052386968081, 0.0051365588152}
@gt=654138.616425  | lt=654138.616425 | input={0, 1, 2, 3, 4, 5}


{0.0054755741155, 0.0048393101027, 0.0049325811659, 0.0050392490049, 0.0052386968081, 0.0051748690331}
@gt=654138.616425  | lt=654138.616425 | input={0, 1, 2, 3, 4, 5}


{0.0054755741155, 0.0048393101027, 0.0049325811659, 0.0050392490049, 0.0052386968081, 0.0051748690331}
@gt=654141.207062  | lt=654141.207062 | input={0, 1, 2, 3, 4, 5}


{0.0054755741155, 0.0048393101027, 0.0049325811659, 0.0050392490049, 0.0052846959288, 0.0051748690331}
@gt=654141.207062  | lt=654141.207062 | input={0, 1, 2, 3, 4, 5}


{0.0054755741155, 0.0048393101027, 0.0049325811659, 0.0050392490049, 0.0052846959288, 0.0051748690331}
@gt=654147.226166  | lt=654147.226166 | input={0, 1, 2, 3, 4, 5}


{0.0055394376848, 0.0048393101027, 0.0049325811659, 0.0050392490049, 0.0052846959288, 0.0051748690331}
@gt=654147.226166  | lt=654147.226166 | input={0, 1, 2, 3, 4, 5}


{0.0055394376848, 0.0048393101027, 0.0049325811659, 0.0050392490049, 0.0052846959288, 0.0051748690331}
@gt=654294.675629  | lt=654294.675629 | input={0, 1, 2, 3, 4, 5}

@gt=654294.675629  | lt=654294.675629 | input={0, 1, 2, 3, 4, 5}
{0.0055394376848, 0.0050536148802, 0.0049325811659, 0.0050392490049, 0.0052846959288, 0.0051748690331}

{0.0055394376848, 0.0050536148802, 0.0049325811659, 0.0050392490049, 0.0052846959288, 0.0051748690331}
@gt=654296.893738  | lt=654296.893738 | input={0, 1, 2, 3, 4, 5}

@gt=654296.893738  | lt=654296.893738 | input={0, 1, 2, 3, 4, 5}
{0.0055394376848, 0.0050536148802, 0.0051500202647, 0.0050392490049, 0.0052846959288, 0.0051748690331}

{0.0055394376848, 0.0050536148802, 0.0051500202647, 0.0050392490049, 0.0052846959288, 0.0051748690331}
@gt=654299.407898  | lt=654299.407898 | input={0, 1, 2, 3, 4, 5}

@gt=654299.407898  | lt=654299.407898 | input={0, 1, 2, 3, 4, 5}
{0.0055394376848, 0.0050536148802, 0.0051500202647, 0.0052602407629, 0.0052846959288, 0.0051748690331}

{0.0055394376848, 0.0050536148802, 0.0051500202647, 0.0052602407629, 0.0052846959288, 0.0051748690331}
@gt=654302.615326  | lt=654302.615326 | input={0, 1, 2, 3, 4, 5}

@gt=654302.615326  | lt=654302.615326 | input={0, 1, 2, 3, 4, 5}
{0.0055394376848, 0.0050536148802, 0.0051500202647, 0.0052602407629, 0.0052846959288, 0.0054003930793}

{0.0055394376848, 0.0050536148802, 0.0051500202647, 0.0052602407629, 0.0052846959288, 0.0054003930793}
@gt=654305.206604  | lt=654305.206604 | input={0, 1, 2, 3, 4, 5}

@gt=654305.206604  | lt=654305.206604 | input={0, 1, 2, 3, 4, 5}
{0.0055394376848, 0.0050536148802, 0.0051500202647, 0.0052602407629, 0.0055138816064, 0.0054003930793}

{0.0055394376848, 0.0050536148802, 0.0051500202647, 0.0052602407629, 0.0055138816064, 0.0054003930793}
@gt=654311.227203  | lt=654311.227203 | input={0, 1, 2, 3, 4, 5}

@gt=654311.227203  | lt=654311.227203 | input={0, 1, 2, 3, 4, 5}
{0.0057771308306, 0.0050536148802, 0.0051500202647, 0.0052602407629, 0.0055138816064, 0.0054003930793}

{0.0057771308306, 0.0050536148802, 0.0051500202647, 0.0052602407629, 0.0055138816064, 0.0054003930793}
@gt=654490.671936  | lt=654490.671936 | input={0, 1, 2, 3, 4, 5}


{0.0057771308306, 0.0050536395038, 0.0051500202647, 0.0052602407629, 0.0055138816064, 0.0054003930793}
@gt=654501.206085  | lt=654501.206085 | input={0, 1, 2, 3, 4, 5}


{0.0057771308306, 0.0050536395038, 0.0051500202647, 0.0052602407629, 0.0055139076421, 0.0054003930793}
@gt=654545.670898  | lt=654545.670898 | input={0, 1, 2, 3, 4, 5}


{0.0057771308306, 0.0050868196743, 0.0051500202647, 0.0052602407629, 0.0055139076421, 0.0054003930793}
@gt=654556.205933  | lt=654556.205933 | input={0, 1, 2, 3, 4, 5}


{0.0057771308306, 0.0050868196743, 0.0051500202647, 0.0052602407629, 0.0055552796775, 0.0054003930793}
@gt=654578.670288  | lt=654578.670288 | input={0, 1, 2, 3, 4, 5}


{0.0057771308306, 0.0051276189473, 0.0051500202647, 0.0052602407629, 0.0055552796775, 0.0054003930793}
@gt=654589.205841  | lt=654589.205841 | input={0, 1, 2, 3, 4, 5}


{0.0057771308306, 0.0051276189473, 0.0051500202647, 0.0052602407629, 0.0056168741566, 0.0054003930793}
@gt=654664.668671  | lt=654664.668671 | input={0, 1, 2, 3, 4, 5}

@gt=654664.668671  | lt=654664.668671 | input={0, 1, 2, 3, 4, 5}
{0.0057771308306, 0.0052157517982, 0.0051500202647, 0.0052602407629, 0.0056168741566, 0.0054003930793}

{0.0057771308306, 0.0052157517982, 0.0051500202647, 0.0052602407629, 0.0056168741566, 0.0054003930793}
@gt=654675.205597  | lt=654675.205597 | input={0, 1, 2, 3, 4, 5}

@gt=654675.205597  | lt=654675.205597 | input={0, 1, 2, 3, 4, 5}
{0.0057771308306, 0.0052157517982, 0.0051500202647, 0.0052602407629, 0.0057176144135, 0.0054003930793}

{0.0057771308306, 0.0052157517982, 0.0051500202647, 0.0052602407629, 0.0057176144135, 0.0054003930793}
@gt=654986.399933  | lt=654986.399933 | input={0, 1, 2, 3, 4, 5}


{0.0057771308306, 0.0052157517982, 0.0051500202647, 0.0052603318449, 0.0057176144135, 0.0054003930793}
@gt=654998.231659  | lt=654998.231659 | input={0, 1, 2, 3, 4, 5}


{0.0057772234988, 0.0052157517982, 0.0051500202647, 0.0052603318449, 0.0057176144135, 0.0054003930793}
@gt=655041.399292  | lt=655041.399292 | input={0, 1, 2, 3, 4, 5}


{0.0057772234988, 0.0052157517982, 0.0051500202647, 0.0052971887345, 0.0057176144135, 0.0054003930793}
@gt=655053.231995  | lt=655053.231995 | input={0, 1, 2, 3, 4, 5}


{0.0058232812983, 0.0052157517982, 0.0051500202647, 0.0052971887345, 0.0057176144135, 0.0054003930793}
@gt=655074.398895  | lt=655074.398895 | input={0, 1, 2, 3, 4, 5}


{0.0058232812983, 0.0052157517982, 0.0051500202647, 0.0053473213915, 0.0057176144135, 0.0054003930793}
@gt=655086.232208  | lt=655086.232208 | input={0, 1, 2, 3, 4, 5}


{0.0058967706963, 0.0052157517982, 0.0051500202647, 0.0053473213915, 0.0057176144135, 0.0054003930793}
@gt=655160.397919  | lt=655160.397919 | input={0, 1, 2, 3, 4, 5}

@gt=655160.397919  | lt=655160.397919 | input={0, 1, 2, 3, 4, 5}
{0.0058967706963, 0.0052157517982, 0.0051500202647, 0.0054411127758, 0.0057176144135, 0.0054003930793}

{0.0058967706963, 0.0052157517982, 0.0051500202647, 0.0054411127758, 0.0057176144135, 0.0054003930793}
@gt=655172.232788  | lt=655172.232788 | input={0, 1, 2, 3, 4, 5}

@gt=655172.232788  | lt=655172.232788 | input={0, 1, 2, 3, 4, 5}
{0.0060047224723, 0.0052157517982, 0.0051500202647, 0.0054411127758, 0.0057176144135, 0.0054003930793}

{0.0060047224723, 0.0052157517982, 0.0051500202647, 0.0054411127758, 0.0057176144135, 0.0054003930793}
@gt=655474.875549  | lt=655474.875549 | input={0, 1, 2, 3, 4, 5}


{0.0060047224723, 0.0052157517982, 0.005150176833, 0.0054411127758, 0.0057176144135, 0.0054003930793}
@gt=655480.607422  | lt=655480.607422 | input={0, 1, 2, 3, 4, 5}


{0.0060047224723, 0.0052157517982, 0.005150176833, 0.0054411127758, 0.0057176144135, 0.005400550416}
@gt=655529.874695  | lt=655529.874695 | input={0, 1, 2, 3, 4, 5}


{0.0060047224723, 0.0052157517982, 0.0051850706385, 0.0054411127758, 0.0057176144135, 0.005400550416}
@gt=655535.607056  | lt=655535.607056 | input={0, 1, 2, 3, 4, 5}


{0.0060047224723, 0.0052157517982, 0.0051850706385, 0.0054411127758, 0.0057176144135, 0.0054399016085}
@gt=655562.874176  | lt=655562.874176 | input={0, 1, 2, 3, 4, 5}


{0.0060047224723, 0.0052157517982, 0.005230219973, 0.0054411127758, 0.0057176144135, 0.0054399016085}
@gt=655568.606842  | lt=655568.606842 | input={0, 1, 2, 3, 4, 5}


{0.0060047224723, 0.0052157517982, 0.005230219973, 0.0054411127758, 0.0057176144135, 0.0054963661509}
@gt=655648.872864  | lt=655648.872864 | input={0, 1, 2, 3, 4, 5}

@gt=655648.872864  | lt=655648.872864 | input={0, 1, 2, 3, 4, 5}
{0.0060047224723, 0.0052157517982, 0.0053209901355, 0.0054411127758, 0.0057176144135, 0.0054963661509}

{0.0060047224723, 0.0052157517982, 0.0053209901355, 0.0054411127758, 0.0057176144135, 0.0054963661509}
@gt=655654.606262  | lt=655654.606262 | input={0, 1, 2, 3, 4, 5}

@gt=655654.606262  | lt=655654.606262 | input={0, 1, 2, 3, 4, 5}
{0.0060047224723, 0.0052157517982, 0.0053209901355, 0.0054411127758, 0.0057176144135, 0.0055939963103}

{0.0060047224723, 0.0052157517982, 0.0053209901355, 0.0054411127758, 0.0057176144135, 0.0055939963103}
@gt=726666.312439  | lt=726666.312439 | input={0, 1, 2, 3, 4, 5}


{0.0060047224723, 0.0052254028654, 0.0053209901355, 0.0054411127758, 0.0057176144135, 0.0055939963103}
@gt=726668.775879  | lt=726668.775879 | input={0, 1, 2, 3, 4, 5}


{0.0060047224723, 0.0052254028654, 0.0053305098836, 0.0054411127758, 0.0057176144135, 0.0055939963103}
@gt=726671.568146  | lt=726671.568146 | input={0, 1, 2, 3, 4, 5}


{0.0060047224723, 0.0052254028654, 0.0053305098836, 0.005450698723, 0.0057176144135, 0.0055939963103}
@gt=726675.130341  | lt=726675.130341 | input={0, 1, 2, 3, 4, 5}


{0.0060047224723, 0.0052254028654, 0.0053305098836, 0.005450698723, 0.0057176144135, 0.0056035169102}
@gt=726678.008240  | lt=726678.008240 | input={0, 1, 2, 3, 4, 5}


{0.0060047224723, 0.0052254028654, 0.0053305098836, 0.005450698723, 0.0057272670486, 0.0056035169102}
@gt=726684.694794  | lt=726684.694794 | input={0, 1, 2, 3, 4, 5}


{0.0060143101792, 0.0052254028654, 0.0053305098836, 0.005450698723, 0.0057272670486, 0.0056035169102}
@gt=726731.311218  | lt=726731.311218 | input={0, 1, 2, 3, 4, 5}


{0.0060143101792, 0.0052867897309, 0.0053305098836, 0.005450698723, 0.0057272670486, 0.0056035169102}
@gt=726733.774872  | lt=726733.774872 | input={0, 1, 2, 3, 4, 5}


{0.0060143101792, 0.0052867897309, 0.0053948441741, 0.005450698723, 0.0057272670486, 0.0056035169102}
@gt=726736.567383  | lt=726736.567383 | input={0, 1, 2, 3, 4, 5}


{0.0060143101792, 0.0052867897309, 0.0053948441741, 0.0055183738715, 0.0057272670486, 0.0056035169102}
@gt=726740.129913  | lt=726740.129913 | input={0, 1, 2, 3, 4, 5}


{0.0060143101792, 0.0052867897309, 0.0053948441741, 0.0055183738715, 0.0057272670486, 0.00567545414}
@gt=726743.008057  | lt=726743.008057 | input={0, 1, 2, 3, 4, 5}


{0.0060143101792, 0.0052867897309, 0.0053948441741, 0.0055183738715, 0.0058026475839, 0.00567545414}
@gt=726749.695190  | lt=726749.695190 | input={0, 1, 2, 3, 4, 5}


{0.0060976909568, 0.0052867897309, 0.0053948441741, 0.0055183738715, 0.0058026475839, 0.00567545414}
@gt=726797.309967  | lt=726797.309967 | input={0, 1, 2, 3, 4, 5}


{0.0060976909568, 0.0052974787726, 0.0053948441741, 0.0055183738715, 0.0058026475839, 0.00567545414}
@gt=726797.309967  | lt=726797.309967 | input={0, 1, 2, 3, 4, 5}


{0.0060976909568, 0.0052974787726, 0.0053948441741, 0.0055183738715, 0.0058026475839, 0.00567545414}
@gt=726799.773865  | lt=726799.773865 | input={0, 1, 2, 3, 4, 5}


{0.0060976909568, 0.0052974787726, 0.005412845961, 0.0055183738715, 0.0058026475839, 0.00567545414}
@gt=726799.773865  | lt=726799.773865 | input={0, 1, 2, 3, 4, 5}


{0.0060976909568, 0.0052974787726, 0.005412845961, 0.0055183738715, 0.0058026475839, 0.00567545414}
@gt=726802.566620  | lt=726802.566620 | input={0, 1, 2, 3, 4, 5}


{0.0060976909568, 0.0052974787726, 0.005412845961, 0.0055446644387, 0.0058026475839, 0.00567545414}
@gt=726802.566620  | lt=726802.566620 | input={0, 1, 2, 3, 4, 5}


{0.0060976909568, 0.0052974787726, 0.005412845961, 0.0055446644387, 0.0058026475839, 0.00567545414}
@gt=726806.129456  | lt=726806.129456 | input={0, 1, 2, 3, 4, 5}


{0.0060976909568, 0.0052974787726, 0.005412845961, 0.0055446644387, 0.0058026475839, 0.0057123190544}
@gt=726806.129456  | lt=726806.129456 | input={0, 1, 2, 3, 4, 5}


{0.0060976909568, 0.0052974787726, 0.005412845961, 0.0055446644387, 0.0058026475839, 0.0057123190544}
@gt=726809.007874  | lt=726809.007874 | input={0, 1, 2, 3, 4, 5}


{0.0060976909568, 0.0052974787726, 0.005412845961, 0.0055446644387, 0.0058480555222, 0.0057123190544}
@gt=726809.007874  | lt=726809.007874 | input={0, 1, 2, 3, 4, 5}


{0.0060976909568, 0.0052974787726, 0.005412845961, 0.0055446644387, 0.0058480555222, 0.0057123190544}
@gt=726815.695618  | lt=726815.695618 | input={0, 1, 2, 3, 4, 5}


{0.0061629478397, 0.0052974787726, 0.005412845961, 0.0055446644387, 0.0058480555222, 0.0057123190544}
@gt=726815.695618  | lt=726815.695618 | input={0, 1, 2, 3, 4, 5}


{0.0061629478397, 0.0052974787726, 0.005412845961, 0.0055446644387, 0.0058480555222, 0.0057123190544}
@gt=726961.306885  | lt=726961.306885 | input={0, 1, 2, 3, 4, 5}

@gt=726961.306885  | lt=726961.306885 | input={0, 1, 2, 3, 4, 5}
{0.0061629478397, 0.0055098494329, 0.005412845961, 0.0055446644387, 0.0058480555222, 0.0057123190544}

{0.0061629478397, 0.0055098494329, 0.005412845961, 0.0055446644387, 0.0058480555222, 0.0057123190544}
@gt=726963.771332  | lt=726963.771332 | input={0, 1, 2, 3, 4, 5}

@gt=726963.771332  | lt=726963.771332 | input={0, 1, 2, 3, 4, 5}
{0.0061629478397, 0.0055098494329, 0.0056286990328, 0.0055446644387, 0.0058480555222, 0.0057123190544}

{0.0061629478397, 0.0055098494329, 0.0056286990328, 0.0055446644387, 0.0058480555222, 0.0057123190544}
@gt=726966.564728  | lt=726966.564728 | input={0, 1, 2, 3, 4, 5}

@gt=726966.564728  | lt=726966.564728 | input={0, 1, 2, 3, 4, 5}
{0.0061629478397, 0.0055098494329, 0.0056286990328, 0.0057644647467, 0.0058480555222, 0.0057123190544}

{0.0061629478397, 0.0055098494329, 0.0056286990328, 0.0057644647467, 0.0058480555222, 0.0057123190544}
@gt=726970.128357  | lt=726970.128357 | input={0, 1, 2, 3, 4, 5}

@gt=726970.128357  | lt=726970.128357 | input={0, 1, 2, 3, 4, 5}
{0.0061629478397, 0.0055098494329, 0.0056286990328, 0.0057644647467, 0.0058480555222, 0.0059371549842}

{0.0061629478397, 0.0055098494329, 0.0056286990328, 0.0057644647467, 0.0058480555222, 0.0059371549842}
@gt=726973.007446  | lt=726973.007446 | input={0, 1, 2, 3, 4, 5}

@gt=726973.007446  | lt=726973.007446 | input={0, 1, 2, 3, 4, 5}
{0.0061629478397, 0.0055098494329, 0.0056286990328, 0.0057644647467, 0.006076959778, 0.0059371549842}

{0.0061629478397, 0.0055098494329, 0.0056286990328, 0.0057644647467, 0.006076959778, 0.0059371549842}
@gt=726979.696686  | lt=726979.696686 | input={0, 1, 2, 3, 4, 5}

@gt=726979.696686  | lt=726979.696686 | input={0, 1, 2, 3, 4, 5}
{0.0064013043923, 0.0055098494329, 0.0056286990328, 0.0057644647467, 0.006076959778, 0.0059371549842}

{0.0064013043923, 0.0055098494329, 0.0056286990328, 0.0057644647467, 0.006076959778, 0.0059371549842}
@gt=727157.303192  | lt=727157.303192 | input={0, 1, 2, 3, 4, 5}


{0.0064013043923, 0.0055098738729, 0.0056286990328, 0.0057644647467, 0.006076959778, 0.0059371549842}
@gt=727169.006897  | lt=727169.006897 | input={0, 1, 2, 3, 4, 5}


{0.0064013043923, 0.0055098738729, 0.0056286990328, 0.0057644647467, 0.0060769857871, 0.0059371549842}
@gt=727212.302155  | lt=727212.302155 | input={0, 1, 2, 3, 4, 5}


{0.0064013043923, 0.0055419897313, 0.0056286990328, 0.0057644647467, 0.0060769857871, 0.0059371549842}
@gt=727224.006744  | lt=727224.006744 | input={0, 1, 2, 3, 4, 5}


{0.0064013043923, 0.0055419897313, 0.0056286990328, 0.0057644647467, 0.006118202937, 0.0059371549842}
@gt=727245.301544  | lt=727245.301544 | input={0, 1, 2, 3, 4, 5}


{0.0064013043923, 0.0055800873605, 0.0056286990328, 0.0057644647467, 0.006118202937, 0.0059371549842}
@gt=727257.006653  | lt=727257.006653 | input={0, 1, 2, 3, 4, 5}


{0.0064013043923, 0.0055800873605, 0.0056286990328, 0.0057644647467, 0.0061794042559, 0.0059371549842}
@gt=727331.299896  | lt=727331.299896 | input={0, 1, 2, 3, 4, 5}

@gt=727331.299896  | lt=727331.299896 | input={0, 1, 2, 3, 4, 5}
{0.0064013043923, 0.0056665824762, 0.0056286990328, 0.0057644647467, 0.0061794042559, 0.0059371549842}

{0.0064013043923, 0.0056665824762, 0.0056286990328, 0.0057644647467, 0.0061794042559, 0.0059371549842}
@gt=727343.006409  | lt=727343.006409 | input={0, 1, 2, 3, 4, 5}

@gt=727343.006409  | lt=727343.006409 | input={0, 1, 2, 3, 4, 5}
{0.0064013043923, 0.0056665824762, 0.0056286990328, 0.0057644647467, 0.0062799061845, 0.0059371549842}

{0.0064013043923, 0.0056665824762, 0.0056286990328, 0.0057644647467, 0.0062799061845, 0.0059371549842}
@gt=727653.556732  | lt=727653.556732 | input={0, 1, 2, 3, 4, 5}


{0.0064013043923, 0.0056665824762, 0.0056286990328, 0.0057645557157, 0.0062799061845, 0.0059371549842}
@gt=727666.701141  | lt=727666.701141 | input={0, 1, 2, 3, 4, 5}


{0.0064013971235, 0.0056665824762, 0.0056286990328, 0.0057645557157, 0.0062799061845, 0.0059371549842}
@gt=727708.556091  | lt=727708.556091 | input={0, 1, 2, 3, 4, 5}


{0.0064013971235, 0.0056665824762, 0.0056286990328, 0.0058007569467, 0.0062799061845, 0.0059371549842}
@gt=727721.701477  | lt=727721.701477 | input={0, 1, 2, 3, 4, 5}


{0.0064478199846, 0.0056665824762, 0.0056286990328, 0.0058007569467, 0.0062799061845, 0.0059371549842}
@gt=727741.555725  | lt=727741.555725 | input={0, 1, 2, 3, 4, 5}


{0.0064478199846, 0.0056665824762, 0.0056286990328, 0.0058492253438, 0.0062799061845, 0.0059371549842}
@gt=727754.701691  | lt=727754.701691 | input={0, 1, 2, 3, 4, 5}


{0.0065222360529, 0.0056665824762, 0.0056286990328, 0.0058492253438, 0.0062799061845, 0.0059371549842}
@gt=727827.554718  | lt=727827.554718 | input={0, 1, 2, 3, 4, 5}

@gt=727827.554718  | lt=727827.554718 | input={0, 1, 2, 3, 4, 5}
{0.0065222360529, 0.0056665824762, 0.0056286990328, 0.0059420078406, 0.0062799061845, 0.0059371549842}

{0.0065222360529, 0.0056665824762, 0.0056286990328, 0.0059420078406, 0.0062799061845, 0.0059371549842}
@gt=727840.702240  | lt=727840.702240 | input={0, 1, 2, 3, 4, 5}

@gt=727840.702240  | lt=727840.702240 | input={0, 1, 2, 3, 4, 5}
{0.0066307495269, 0.0056665824762, 0.0056286990328, 0.0059420078406, 0.0062799061845, 0.0059371549842}

{0.0066307495269, 0.0056665824762, 0.0056286990328, 0.0059420078406, 0.0062799061845, 0.0059371549842}
@gt=728141.753143  | lt=728141.753143 | input={0, 1, 2, 3, 4, 5}


{0.0066307495269, 0.0056665824762, 0.0056288554507, 0.0059420078406, 0.0062799061845, 0.0059371549842}
@gt=728148.120453  | lt=728148.120453 | input={0, 1, 2, 3, 4, 5}


{0.0066307495269, 0.0056665824762, 0.0056288554507, 0.0059420078406, 0.0062799061845, 0.0059373122556}
@gt=728196.752289  | lt=728196.752289 | input={0, 1, 2, 3, 4, 5}


{0.0066307495269, 0.0056665824762, 0.0056628764921, 0.0059420078406, 0.0062799061845, 0.0059373122556}
@gt=728203.120087  | lt=728203.120087 | input={0, 1, 2, 3, 4, 5}


{0.0066307495269, 0.0056665824762, 0.0056628764921, 0.0059420078406, 0.0062799061845, 0.0059762847893}
@gt=728229.751770  | lt=728229.751770 | input={0, 1, 2, 3, 4, 5}


{0.0066307495269, 0.0056665824762, 0.0057058104077, 0.0059420078406, 0.0062799061845, 0.0059762847893}
@gt=728236.119873  | lt=728236.119873 | input={0, 1, 2, 3, 4, 5}


{0.0066307495269, 0.0056665824762, 0.0057058104077, 0.0059420078406, 0.0062799061845, 0.0060317881462}
@gt=728315.750427  | lt=728315.750427 | input={0, 1, 2, 3, 4, 5}

@gt=728315.750427  | lt=728315.750427 | input={0, 1, 2, 3, 4, 5}
{0.0066307495269, 0.0056665824762, 0.0057952375777, 0.0059420078406, 0.0062799061845, 0.0060317881462}

{0.0066307495269, 0.0056665824762, 0.0057952375777, 0.0059420078406, 0.0062799061845, 0.0060317881462}
@gt=728322.119293  | lt=728322.119293 | input={0, 1, 2, 3, 4, 5}

@gt=728322.119293  | lt=728322.119293 | input={0, 1, 2, 3, 4, 5}
{0.0066307495269, 0.0056665824762, 0.0057952375777, 0.0059420078406, 0.0062799061845, 0.0061288356483}

{0.0066307495269, 0.0056665824762, 0.0057952375777, 0.0059420078406, 0.0062799061845, 0.0061288356483}
@gt=799332.943665  | lt=799332.943665 | input={0, 1, 2, 3, 4, 5}


{0.0066307495269, 0.0056762333599, 0.0057952375777, 0.0059420078406, 0.0062799061845, 0.0061288356483}
@gt=799335.653473  | lt=799335.653473 | input={0, 1, 2, 3, 4, 5}


{0.0066307495269, 0.0056762333599, 0.0058047571753, 0.0059420078406, 0.0062799061845, 0.0061288356483}
@gt=799338.724945  | lt=799338.724945 | input={0, 1, 2, 3, 4, 5}


{0.0066307495269, 0.0056762333599, 0.0058047571753, 0.0059515936747, 0.0062799061845, 0.0061288356483}
@gt=799342.643372  | lt=799342.643372 | input={0, 1, 2, 3, 4, 5}


{0.0066307495269, 0.0056762333599, 0.0058047571753, 0.0059515936747, 0.0062799061845, 0.006138356183}
@gt=799345.809082  | lt=799345.809082 | input={0, 1, 2, 3, 4, 5}


{0.0066307495269, 0.0056762333599, 0.0058047571753, 0.0059515936747, 0.006289558793, 0.006138356183}
@gt=799353.164276  | lt=799353.164276 | input={0, 1, 2, 3, 4, 5}


{0.0066403372967, 0.0056762333599, 0.0058047571753, 0.0059515936747, 0.006289558793, 0.006138356183}
@gt=799397.942444  | lt=799397.942444 | input={0, 1, 2, 3, 4, 5}


{0.0066403372967, 0.0057359826737, 0.0058047571753, 0.0059515936747, 0.006289558793, 0.006138356183}
@gt=799400.652466  | lt=799400.652466 | input={0, 1, 2, 3, 4, 5}


{0.0066403372967, 0.0057359826737, 0.0058677486603, 0.0059515936747, 0.006289558793, 0.006138356183}
@gt=799403.724182  | lt=799403.724182 | input={0, 1, 2, 3, 4, 5}


{0.0066403372967, 0.0057359826737, 0.0058677486603, 0.0060182600488, 0.006289558793, 0.006138356183}
@gt=799407.642944  | lt=799407.642944 | input={0, 1, 2, 3, 4, 5}


{0.0066403372967, 0.0057359826737, 0.0058677486603, 0.0060182600488, 0.006289558793, 0.0062097108209}
@gt=799410.808899  | lt=799410.808899 | input={0, 1, 2, 3, 4, 5}


{0.0066403372967, 0.0057359826737, 0.0058677486603, 0.0060182600488, 0.0063647010632, 0.0062097108209}
@gt=799418.164673  | lt=799418.164673 | input={0, 1, 2, 3, 4, 5}


{0.0067242797459, 0.0057359826737, 0.0058677486603, 0.0060182600488, 0.0063647010632, 0.0062097108209}
@gt=799463.941223  | lt=799463.941223 | input={0, 1, 2, 3, 4, 5}


{0.0067242797459, 0.0057426093409, 0.0058677486603, 0.0060182600488, 0.0063647010632, 0.0062097108209}
